device_brand,os,screen_size,4g,5g,rear_camera_mp,front_camera_mp,internal_memory,ram,battery,weight,release_year,days_used,normalized_used_price,normalized_new_price,used_price_inr,new_price_inr,age_months,brand_encoded
lava,Android,12.7,no,no,10.0,2.0,32.0,4.0,4000.0,174.0,2014,668,3.926517452,4.871143315,4565.700001923993,11742.299996739675,22.266666666666666,14
lava,Windows,10.16,no,no,5.0,0.3,32.0,4.0,1950.0,136.0,2014,698,3.84865713,4.263383855,4223.700000818018,6394.500002921584,23.266666666666666,14
lava,Android,12.7,no,no,8.0,2.0,32.0,4.0,3000.0,160.0,2014,799,4.116758157,4.59854831,5522.399999674171,8940.600002868105,26.633333333333333,14
lava,Android,12.7,no,no,8.0,5.0,32.0,4.0,2100.0,134.0,2014,834,4.171614198,4.692997896,5833.800001671962,9826.199996525338,27.8,14
lava,Android,10.34,no,no,13.0,3.0,16.0,4.0,2000.0,116.0,2014,662,3.966321779,5.018537324,4751.100000781437,13607.100000107368,22.066666666666666,14
lava,Android,10.29,no,no,8.0,2.0,32.0,4.0,2100.0,138.0,2014,607,4.008060194,4.58169683,4953.60000185716,8791.20000173671,20.233333333333334,14
lava,Android,10.29,no,no,5.0,0.3,16.0,4.0,1800.0,136.0,2014,698,3.613077741,4.578620851,3337.200001008988,8764.200002151132,23.266666666666666,14
lava,Android,10.16,no,no,5.0,0.3,16.0,4.0,1700.0,136.0,2014,817,3.690627925,4.359141762,3606.3000012692255,7037.099999039981,27.233333333333334,14
lava,Android,12.83,no,no,8.0,2.0,16.0,4.0,2000.0,177.0,2014,566,3.863672744,5.011834575,4287.599997911513,13516.200004436856,18.866666666666667,14
lava,Android,10.34,no,no,8.0,0.3,16.0,4.0,2000.0,112.0,2014,1062,4.004237489,5.011634794,4934.6999979473785,13513.49999419812,35.4,14
lava,Android,10.34,no,no,8.0,3.0,16.0,4.0,2000.0,114.0,2014,1088,4.38688979,5.195730778,7235.099997541009,16245.000003688656,36.266666666666666,14
lava,Android,10.16,no,no,3.15,0.3,512.0,0.25,1500.0,133.0,2013,677,2.889816048,3.913621727,1619.1000000608108,4507.200000938205,22.566666666666666,14
lava,Android,7.75,no,no,2.0,0.3,512.0,0.25,1400.0,115.4,2013,912,2.842581094,3.726656818,1544.3999999076195,3738.599998325233,30.4,14
lava,Android,7.75,no,no,2.0,0.3,512.0,0.25,1400.0,115.4,2013,924,2.735665368,3.727619282,1387.7999998123921,3742.1999983913524,30.8,14
lava,Android,10.16,no,no,2.0,0.3,1024.0,4.0,1400.0,113.0,2013,595,2.978077338,3.934957977,1768.4999994424443,4604.400001332319,19.833333333333332,14
lava,Android,12.7,no,no,3.15,1.3,16.0,4.0,2000.0,175.0,2013,1031,3.922369297,4.486836999,4546.799997807122,7995.5999997903045,34.36666666666667,14
lava,Android,12.7,no,no,5.0,0.3,16.0,4.0,2000.0,143.5,2013,806,3.839667343,4.703747749,4185.899999012104,9932.399996532742,26.866666666666667,14
lava,Android,12.7,no,no,5.0,0.3,16.0,4.0,2000.0,127.0,2013,799,3.853546076,4.59643212,4244.400001404175,8921.699999600256,26.633333333333333,14
lava,Android,12.7,no,no,8.0,2.0,16.0,4.0,2000.0,140.0,2013,1091,4.333623895,5.132852927,6859.799996942488,15255.000002738198,36.36666666666667,14
lava,Android,10.16,no,no,3.15,0.3,16.0,4.0,1500.0,124.0,2013,1001,3.381334753,4.233816608,2646.9000011490098,6208.2000030501185,33.36666666666667,14
lava,Android,10.16,no,no,3.15,0.3,512.0,0.25,1500.0,124.0,2013,577,3.124125488,4.094511215,2046.599999340196,5400.899999992322,19.233333333333334,14
lava,Android,10.16,no,no,5.0,0.3,16.0,4.0,1400.0,127.0,2013,821,3.635478677,4.256179925,3412.7999986798573,6348.600001219525,27.366666666666667,14
lava,Android,12.7,no,no,3.15,1.3,16.0,4.0,2000.0,175.0,2013,931,3.938275377,4.500698164,4619.700001976254,8107.199996827003,31.033333333333335,14
others,Android,12.83,yes,no,13.0,8.0,32.0,4.0,4000.0,168.0,2017,668,4.786908239,5.630530546,10793.699997370331,25092.899993755233,22.266666666666666,24
others,Android,12.83,yes,no,16.0,8.0,64.0,4.0,4070.0,175.0,2017,595,4.896570338,5.629310334,12044.700002309173,25062.30000909903,19.833333333333332,24
others,Android,12.83,yes,no,16.0,8.0,32.0,4.0,3000.0,153.0,2016,720,4.52113619,5.294510128,8274.599996871524,17931.599996322537,24.0,24
others,Android,12.83,yes,no,16.0,8.0,64.0,4.0,4070.0,175.0,2016,765,4.980725764,5.79672622,13102.200004060212,29629.7999911425,25.5,24
others,Android,12.88,yes,no,21.0,8.0,64.0,4.0,3100.0,185.0,2016,778,4.595220855,5.860159246,8910.899998802168,31570.199989582103,25.933333333333334,24
others,Android,12.83,yes,no,21.0,8.0,32.0,4.0,3000.0,153.0,2016,792,4.742232836,5.559450104,10322.099996114444,23371.200005462288,26.4,24
others,Android,12.83,yes,no,16.0,8.0,32.0,4.0,3000.0,153.0,2016,540,4.255896358,5.246023572,6346.800002985095,17082.90000295701,18.0,24
others,Android,16.08,yes,no,21.0,4.0,64.0,4.0,3400.0,204.0,2016,682,4.746409298,5.857475907,10365.300003308435,31485.599996704572,22.733333333333334,24
others,Android,12.83,yes,no,13.0,5.0,32.0,4.0,3000.0,169.0,2016,794,4.389622711,5.352331955,7254.89999785611,18999.000002768636,26.466666666666665,24
lenovo,Android,15.8,yes,no,8.0,8.0,64.0,4.0,3300.0,161.0,2019,496,4.429983118,5.255618612,7553.699999284391,17247.599999742644,16.533333333333335,15
lenovo,Android,17.65,yes,no,13.0,5.0,64.0,4.0,5180.0,195.0,2019,502,4.774237627,5.52317944,10657.799998895529,22538.69999197147,16.733333333333334,15
lenovo,Android,15.29,yes,no,13.0,8.0,64.0,4.0,3500.0,170.0,2018,464,4.543720224,5.297066585,8463.600002777173,17977.500006357124,15.466666666666667,15
lenovo,Android,15.32,yes,no,13.0,16.0,128.0,4.0,3300.0,172.0,2018,716,4.825269107,5.39997102,11215.79999869811,19925.999994529582,23.866666666666667,15
lenovo,Android,16.23,yes,no,13.0,8.0,512.0,4.0,3350.0,210.0,2018,660,5.174226981,5.992563943,15899.399994960115,36039.6000161716,22.0,15
lenovo,Android,16.23,yes,no,13.0,8.0,64.0,4.0,3350.0,210.0,2018,436,4.685551298,5.702381494,9753.300000634903,26962.200006994724,14.533333333333333,15
lenovo,Android,15.29,yes,no,13.0,8.0,64.0,4.0,3500.0,170.0,2018,628,4.455044727,5.303354658,7745.399996820872,18090.89999881858,20.933333333333334,15
lenovo,Android,15.21,yes,no,13.0,8.0,64.0,4.0,4050.0,165.0,2018,509,4.341074423,5.012034315,6911.0999976332805,13518.899999865313,16.966666666666665,15
lenovo,Android,15.29,yes,no,13.0,8.0,64.0,4.0,3300.0,165.0,2018,554,4.643910014,5.291141683,9355.499997155726,17871.300003593187,18.466666666666665,15
lenovo,Android,15.24,yes,no,13.0,8.0,64.0,4.0,3760.0,176.0,2018,434,4.610356713,5.014826499,9046.800002936667,13556.700003867401,14.466666666666667,15
lenovo,Android,13.84,yes,no,13.0,8.0,16.0,4.0,4000.0,160.0,2018,543,4.417755682,4.789988623,7461.899999043927,10827.000000209686,18.1,15
lenovo,Android,12.88,yes,no,13.0,8.0,32.0,4.0,3000.0,160.0,2018,423,4.389126372,4.853123416,7251.300001529265,11532.599997568055,14.1,15
lenovo,Android,12.88,yes,no,13.0,8.0,32.0,4.0,3000.0,155.0,2018,480,4.32227663,4.680741373,6782.399998181588,9706.500001599969,16.0,15
lenovo,Android,12.88,yes,no,13.0,16.0,128.0,4.0,3000.0,155.0,2018,725,4.848978738,5.011568192,11484.90000291848,13512.599998042619,24.166666666666668,15
lenovo,Android,12.88,yes,no,6.5,8.0,32.0,4.0,3000.0,153.8,2017,617,4.286066244,5.015158383,6541.200003087638,13561.200002388938,20.566666666666666,15
lenovo,Android,17.78,no,no,2.0,2.0,16.0,4.0,3500.0,254.0,2017,769,4.044278585,4.389622711,5136.3000023184395,7254.89999785611,25.633333333333333,15
lenovo,Android,17.78,no,no,5.0,2.0,16.0,4.0,3500.0,260.0,2017,551,3.993234261,4.591476859,4880.700000717613,8877.600001277588,18.366666666666667,15
lenovo,Android,12.75,yes,no,6.5,8.0,32.0,4.0,4000.0,165.0,2017,619,4.270396506,5.296565834,6439.499999984159,17968.50000881839,20.633333333333333,15
lenovo,Android,12.75,yes,no,13.0,8.0,32.0,4.0,4000.0,165.0,2017,763,4.413646418,5.139731867,7431.299996809466,15360.299993384846,25.433333333333334,15
lenovo,Android,12.83,yes,no,6.5,13.0,64.0,4.0,4000.0,180.0,2017,650,4.482889551,5.184364486,7964.099997775958,16061.399992418928,21.666666666666668,15
lenovo,Android,25.43,yes,no,8.0,5.0,64.0,4.0,7000.0,475.0,2017,802,4.990296523,5.598755237,13228.199998667582,24308.100005141274,26.733333333333334,15
lenovo,Android,25.43,yes,no,5.0,2.0,16.0,4.0,7000.0,500.0,2017,646,4.755312844,5.194122838,10457.999995630531,16218.900007619972,21.533333333333335,15
lenovo,Android,20.32,yes,no,8.0,5.0,64.0,4.0,4850.0,300.0,2017,737,4.71545854,5.302906819,10049.400001183676,18082.8000021366,24.566666666666666,15
lenovo,Android,20.32,yes,no,5.0,2.0,16.0,4.0,4850.0,310.0,2017,790,4.561218298,5.121281814,8612.99999604742,15079.499997235627,26.333333333333332,15
lenovo,Android,20.32,yes,no,8.0,5.0,16.0,4.0,4250.0,329.0,2017,753,4.712857991,5.136621628,10023.299995940473,15312.600006925308,25.1,15
lenovo,Android,12.83,yes,no,13.0,8.0,64.0,4.0,3100.0,160.0,2016,738,5.023748933,6.113726427,13678.199996694819,40681.800014607295,24.6,15
lenovo,Android,12.7,yes,no,8.0,2.0,16.0,4.0,2300.0,142.0,2016,868,4.26941769,4.862753811,6433.199998126477,11644.200004473245,28.933333333333334,15
lenovo,Android,12.7,yes,no,8.0,2.0,16.0,4.0,2300.0,142.0,2016,878,3.715521385,4.697567035,3697.199999776847,9871.19999749213,29.266666666666666,15
lenovo,Android,10.29,yes,no,5.0,2.0,32.0,4.0,2000.0,144.0,2016,803,3.674019591,4.39383168,3546.8999992661024,7285.49999909919,26.766666666666666,15
lenovo,Android,10.29,no,no,5.0,2.0,32.0,4.0,2000.0,146.0,2016,752,3.544142658,4.23757873,3114.900001098772,6231.599998080615,25.066666666666666,15
lenovo,Android,12.83,yes,no,13.0,5.0,64.0,4.0,5100.0,177.0,2016,628,4.670770643,5.485460614,9610.199999307679,21704.40000822152,20.933333333333334,15
lenovo,Android,12.83,yes,no,16.0,8.0,32.0,4.0,4000.0,169.0,2016,789,4.856706812,5.523618588,11574.000002274066,22548.599990618743,26.3,15
lenovo,Android,12.7,yes,no,13.0,8.0,32.0,4.0,4000.0,145.0,2016,841,4.305550476,5.126520233,6669.900000244999,15158.699996812207,28.033333333333335,15
lenovo,Android,12.7,yes,no,13.0,8.0,16.0,4.0,3000.0,140.0,2016,963,4.671519567,5.298817242,9617.400004523779,18009.000007389317,32.1,15
lenovo,Android,25.43,yes,no,13.0,5.0,32.0,4.0,9300.0,637.0,2016,833,4.91353685,5.698903927,12250.800004499655,26868.599994489417,27.766666666666666,15
lenovo,Android,10.16,no,no,5.0,0.3,16.0,4.0,1700.0,132.0,2016,930,3.658420247,3.93084476,3492.0000012947366,4585.50000151902,31.0,15
lenovo,Android,12.7,yes,no,8.0,5.0,16.0,4.0,3500.0,155.6,2016,583,4.138520925,5.12586693,5643.900002511933,15148.800006826881,19.433333333333334,15
lenovo,Android,12.7,yes,no,8.0,5.0,32.0,4.0,2750.0,139.0,2016,588,3.97724879,5.289226167,4803.299998338762,17837.10000827184,19.6,15
lenovo,Android,15.34,yes,no,13.0,8.0,32.0,4.0,4050.0,218.0,2016,723,4.659753064,5.516890489,9504.900002296547,22397.39999221723,24.1,15
lenovo,Android,15.34,yes,no,13.0,5.0,32.0,4.0,4050.0,225.0,2016,585,4.44839941,5.434594985,7694.099999706532,20628.00000328843,19.5,15
lenovo,Android,15.34,yes,no,16.0,8.0,64.0,4.0,4050.0,259.0,2016,1060,4.753676394,5.861669025,10440.89999700017,31617.90001373881,35.333333333333336,15
lenovo,Android,12.7,yes,no,13.0,8.0,64.0,4.0,3500.0,149.0,2016,830,4.458177162,5.393536633,7769.699998077534,19798.199997446616,27.666666666666668,15
lenovo,Android,12.7,yes,no,5.0,2.0,32.0,4.0,2300.0,166.0,2016,569,4.073120926,4.503026712,5286.60000121341,8126.09999740462,18.966666666666665,15
lenovo,Android,12.75,yes,no,13.0,8.0,128.0,4.0,3100.0,145.0,2016,796,4.84103251,5.860985634,11394.000003303394,31596.300006896305,26.533333333333335,15
lenovo,Android,25.43,no,no,8.0,5.0,64.0,4.0,7000.0,509.0,2016,747,4.886054204,5.632286473,11918.700000728551,25137.00000122841,24.9,15
lenovo,Android,20.32,yes,no,5.0,2.0,16.0,4.0,4290.0,329.0,2016,800,4.431768727,4.782646691,7567.200003263763,10747.799998722665,26.666666666666668,15
lenovo,Android,17.78,yes,no,2.0,0.3,32.0,4.0,3450.0,260.0,2016,867,4.142975984,4.371344786,5669.100002075808,7123.499997670464,28.9,15
lenovo,Android,12.7,yes,no,13.0,5.0,16.0,4.0,2750.0,142.0,2016,925,4.171614198,4.947198388,5833.800001671962,12670.199997719552,30.833333333333332,15
lenovo,Android,12.7,yes,no,13.0,5.0,16.0,4.0,2750.0,142.0,2016,932,4.216562195,4.80098365,6102.000000327372,10946.700004046503,31.066666666666666,15
lenovo,Android,12.83,yes,no,13.0,5.0,16.0,4.0,2900.0,150.0,2016,950,4.124712099,5.194400253,5566.500000899006,16223.399997919132,31.666666666666668,15
lenovo,Android,12.83,yes,no,13.0,5.0,32.0,4.0,4900.0,189.0,2016,836,4.327438444,5.558294168,6817.499997344731,23344.200002157108,27.866666666666667,15
lenovo,Android,12.83,yes,no,13.0,8.0,32.0,4.0,3500.0,165.0,2016,885,4.590969837,5.244283478,8873.100003665037,17053.199999052675,29.5,15
lenovo,Android,12.7,yes,no,13.0,5.0,16.0,4.0,2750.0,142.0,2016,803,4.09700768,4.690338198,5414.400001940606,9800.099996491863,26.766666666666666,15
lenovo,Android,12.7,yes,no,13.0,8.0,16.0,4.0,2700.0,129.0,2016,784,4.463145686,5.350577693,7808.400000322691,18965.699996033865,26.133333333333333,15
lenovo,Android,12.83,yes,no,13.0,5.0,16.0,4.0,3300.0,158.0,2016,578,4.509649984,5.241429504,8180.099998931034,17004.59999420163,19.266666666666666,15
lenovo,Android,12.83,yes,no,13.0,5.0,16.0,4.0,3300.0,153.0,2015,749,4.179145164,5.76753944,5877.900000502176,28777.49998679251,24.966666666666665,15
lenovo,Android,12.83,yes,no,21.0,8.0,32.0,4.0,3500.0,175.0,2015,1047,4.823984379,5.69987485,11201.399998419794,26894.700004701615,34.9,15
lenovo,Android,12.7,yes,no,8.0,2.0,32.0,4.0,2300.0,140.0,2015,697,3.908617212,4.683056725,4484.699998684578,9729.000003452215,23.233333333333334,15
lenovo,Android,25.43,yes,no,13.0,5.0,64.0,4.0,3150.0,666.8,2015,1038,5.439990525,5.933464603,20739.6000028168,33971.400006454794,34.6,15
lenovo,Android,20.32,no,no,8.0,5.0,16.0,4.0,6200.0,467.2,2015,770,4.716801002,5.069595787,10062.899998397219,14319.900001148955,25.666666666666668,15
lenovo,Android,10.16,no,no,5.0,0.3,32.0,4.0,2000.0,132.0,2015,1055,3.729781445,4.098004523,3750.299998371012,5419.799999709566,35.166666666666664,15
lenovo,Android,17.73,yes,no,13.0,5.0,16.0,4.0,4250.0,250.0,2015,718,4.588634217,5.191177491,8852.399996919437,16171.200000159566,23.933333333333334,15
lenovo,Android,15.44,yes,no,13.0,5.0,32.0,4.0,3500.0,229.0,2015,940,4.303524407,5.52058053,6656.400003202235,22480.199990222485,31.333333333333332,15
lenovo,Android,12.83,yes,no,13.0,5.0,32.0,4.0,5000.0,189.0,2015,903,4.820039601,5.937351491,11157.30000167298,34103.699984517145,30.1,15
lenovo,Android,12.7,yes,no,13.0,5.0,16.0,4.0,2300.0,128.0,2015,582,4.513602992,5.069344357,8212.499996200891,14316.300001284619,19.4,15
lenovo,Android,12.7,yes,no,8.0,2.0,32.0,4.0,2300.0,128.0,2015,548,4.156379953,5.003476397,5745.599999186692,13403.700001370176,18.266666666666666,15
lenovo,Android,12.7,yes,no,8.0,5.0,16.0,4.0,4000.0,148.0,2015,1077,4.243051882,4.702387637,6265.799997598362,9918.900002941446,35.9,15
lenovo,Android,12.7,yes,no,13.0,5.0,32.0,4.0,2420.0,132.0,2015,958,4.759177998,5.605985873,10498.499995092594,24484.500001666547,31.933333333333334,15
lenovo,Android,12.83,yes,no,13.0,8.0,64.0,4.0,4100.0,175.0,2015,914,4.511189123,5.7678834,8192.700003955459,28787.399998194313,30.466666666666665,15
lenovo,Android,10.29,yes,no,5.0,2.0,32.0,4.0,2000.0,137.0,2015,1045,3.643097261,4.228729757,3438.8999984222028,6176.70000049078,34.833333333333336,15
lenovo,Android,12.83,yes,no,5.0,0.3,16.0,4.0,2250.0,174.0,2015,765,3.780546643,3.937105786,3945.6000014213632,4614.300000943121,25.5,15
lenovo,Android,12.7,yes,no,5.0,2.0,16.0,4.0,2300.0,157.0,2015,904,3.784416881,4.234106505,3960.9000007010786,6210.000002501018,30.133333333333333,15
lenovo,Android,12.83,yes,no,13.0,5.0,64.0,4.0,4000.0,158.0,2015,801,4.821651594,5.636787606,11175.299995208587,25250.40000424403,26.7,15
lenovo,Android,12.7,yes,no,13.0,5.0,32.0,4.0,2150.0,128.0,2015,987,4.778030459,5.633216939,10698.300000079884,25160.400009839534,32.9,15
lenovo,Android,12.7,yes,no,8.0,2.0,16.0,4.0,2300.0,128.0,2015,641,3.883211924,4.701207374,4372.200001862441,9907.199998166836,21.366666666666667,15
lenovo,Android,10.16,no,no,2.0,5.0,16.0,4.0,1500.0,117.0,2015,634,3.461037382,4.149936936,2866.4999999479096,5708.700002021987,21.133333333333333,15
lenovo,Android,12.83,yes,no,13.0,5.0,16.0,4.0,3000.0,150.0,2015,564,4.44828243,5.005622752,7693.199996530774,13432.4999963368,18.8,15
lenovo,Android,12.7,yes,no,16.0,8.0,32.0,4.0,3000.0,145.0,2015,714,4.49635928,5.701813872,8072.099998951339,26946.90001182008,23.8,15
lenovo,Android,12.83,yes,no,13.0,5.0,16.0,4.0,2900.0,140.0,2015,1072,4.546163005,5.249022075,8484.29999653791,17134.200003030026,35.733333333333334,15
lenovo,Android,12.83,yes,no,8.0,5.0,32.0,4.0,2900.0,140.0,2015,562,4.166665224,5.010501952,5805.000001150976,13498.200001710991,18.733333333333334,15
lenovo,Android,12.7,no,no,8.0,2.0,32.0,4.0,4000.0,160.0,2015,668,4.239742765,5.007898218,6245.100000552957,13463.099994798271,22.266666666666666,15
lenovo,Android,25.43,yes,no,8.0,5.0,16.0,4.0,7000.0,509.0,2015,1074,4.685920336,5.189116152,9756.900003188548,16137.900008000008,35.8,15
lenovo,Android,20.32,yes,no,5.0,2.0,32.0,4.0,4290.0,360.0,2015,769,4.510859507,4.792396362,8190.0000039569995,10853.099998746453,25.633333333333333,15
lenovo,Android,12.7,yes,no,13.0,5.0,16.0,4.0,4000.0,149.0,2015,652,4.424846632,5.485128829,7515.000001076078,21697.200008356816,21.733333333333334,15
lenovo,Android,17.78,no,no,2.0,0.3,16.0,4.0,3450.0,269.0,2015,1024,4.128423876,4.691806493,5587.200000698606,9814.500003458252,34.13333333333333,15
lenovo,Android,17.78,no,no,2.0,0.3,32.0,4.0,3450.0,269.0,2015,585,3.967079211,4.593704708,4754.699999162106,8897.400001078246,19.5,15
lenovo,Android,17.78,no,no,0.3,5.0,32.0,4.0,3450.0,269.0,2015,578,4.263383855,4.519939042,6394.500002921584,8264.7000030957,19.266666666666666,15
lenovo,Android,12.7,yes,no,8.0,2.0,32.0,4.0,2300.0,128.0,2015,592,4.138520925,4.590766956,5643.900002511933,8871.30000286235,19.733333333333334,15
lenovo,Android,12.83,yes,no,13.0,5.0,32.0,4.0,4000.0,156.0,2015,828,4.433907257,6.110846304,7583.400003405933,40564.799994805166,27.6,15
lenovo,Android,12.78,yes,no,13.0,13.0,32.0,4.0,2410.0,140.0,2015,747,4.382401564,5.8004251,7202.699997270503,29739.60000909126,24.9,15
lenovo,Android,12.7,yes,no,8.0,2.0,16.0,4.0,2300.0,128.0,2014,929,3.671224519,4.368181228,3537.0000004413623,7101.000001052166,30.966666666666665,15
lenovo,Android,15.24,yes,no,13.0,5.0,32.0,4.0,3300.0,170.0,2014,701,4.495801649,5.07991257,8067.600000542735,14468.400006062258,23.366666666666667,15
lenovo,Android,12.83,yes,no,13.0,2.0,32.0,4.0,2500.0,173.0,2014,988,4.385395952,5.068275074,7224.299998963415,14301.00000654027,32.93333333333333,15
lenovo,Android,12.83,yes,no,8.0,1.6,32.0,4.0,2500.0,175.0,2014,977,4.319086835,5.341903537,6760.80000067603,18801.899996033597,32.56666666666667,15
lenovo,Android,10.16,no,no,5.0,2.0,16.0,4.0,1500.0,130.0,2014,977,3.515418526,4.228438297,3026.700000750082,6174.900001835184,32.56666666666667,15
lenovo,Android,12.7,yes,no,13.0,8.0,16.0,4.0,2300.0,129.0,2014,680,4.43627805,5.563868854,7601.400003756634,23474.699997374966,22.666666666666668,15
lenovo,Android,12.7,no,no,8.0,2.0,32.0,4.0,2150.0,129.0,2014,1050,4.182050143,5.133147869,5895.000002115087,15259.500006536446,35.0,15
lenovo,Android,12.7,yes,no,8.0,2.0,32.0,4.0,2000.0,170.0,2014,876,4.11887456,4.796534071,5534.1000001916,10898.100002547159,29.2,15
lenovo,Android,25.43,yes,no,8.0,1.6,16.0,4.0,9600.0,619.0,2014,723,5.224617004,5.705813744,16721.100006386132,27054.900011761303,24.1,15
lenovo,Android,20.32,no,no,8.0,1.6,16.0,4.0,6400.0,419.0,2014,645,4.482324356,5.444191029,7959.600000085604,20826.899999217312,21.5,15
lenovo,Android,20.32,yes,no,8.0,1.6,16.0,4.0,4290.0,299.0,2014,881,4.532169293,5.010035114,8366.399999133231,13491.89999967318,29.366666666666667,15
lenovo,Android,12.7,yes,no,13.0,5.0,32.0,4.0,2300.0,120.0,2014,1047,4.40903364,5.594227991,7397.099998813438,24198.29999000304,34.9,15
lenovo,Android,12.83,yes,no,13.0,8.0,32.0,4.0,3000.0,158.0,2014,618,4.712588583,6.062994198,10020.600002451418,38669.399990452395,20.6,15
lenovo,Android,12.83,no,no,5.0,0.3,16.0,4.0,2500.0,161.0,2014,1081,4.130033405,5.083017969,5596.200002067192,14513.399996271859,36.03333333333333,15
lenovo,Android,15.24,yes,no,16.0,5.0,32.0,4.0,4000.0,179.0,2014,808,4.977216385,6.06550466,13056.30000586475,38766.60000711575,26.933333333333334,15
lenovo,Android,12.7,yes,no,13.0,5.0,16.0,4.0,2500.0,180.0,2014,675,4.572853585,5.008031908,8713.800004256269,13464.89999695504,22.5,15
lenovo,Android,12.78,no,no,13.0,5.0,32.0,4.0,2000.0,146.0,2014,610,4.122770036,4.998967489,5555.699997745473,13343.39999695005,20.333333333333332,15
lenovo,Android,15.24,no,no,8.0,1.6,32.0,4.0,3000.0,171.5,2014,859,3.954507617,5.196948872,4695.299999838945,16264.799997401735,28.633333333333333,15
lenovo,Android,15.24,no,no,8.0,0.3,32.0,4.0,2500.0,192.0,2014,865,4.241614481,4.80098365,6256.800000268188,10946.700004046503,28.833333333333332,15
lenovo,Android,12.7,no,no,5.0,0.3,16.0,4.0,2000.0,165.0,2014,999,3.90479696,4.715368978,4467.599998497071,10048.49999712445,33.3,15
lenovo,Android,10.16,no,no,2.0,1.8,16.0,4.0,1300.0,121.0,2014,884,3.263466708,3.920586236,2352.599999538712,4538.699999597718,29.466666666666665,15
lenovo,Android,10.29,no,no,5.0,0.3,16.0,4.0,2000.0,145.0,2014,958,3.401863826,4.245777266,2701.7999994452775,6282.900000111144,31.933333333333334,15
lenovo,Android,25.43,no,no,5.0,2.0,16.0,4.0,6340.0,550.0,2014,898,4.614328124,5.242857509,9082.800002063095,17028.89999414769,29.933333333333334,15
lenovo,Android,20.32,no,no,5.0,2.0,32.0,4.0,4200.0,360.0,2014,1012,4.626050664,4.937562683,9189.900003975123,12548.699997403306,33.733333333333334,15
lenovo,Android,17.78,no,no,5.0,2.0,32.0,4.0,3450.0,320.0,2014,573,4.235120483,4.773646336,6216.299999372892,10651.500000426131,19.1,15
lenovo,Android,17.78,no,no,2.0,0.3,32.0,4.0,3500.0,327.0,2014,543,4.132603274,4.408303358,5610.599998096935,7391.700001832399,18.1,15
lenovo,Android,25.43,no,no,8.0,1.6,16.0,4.0,9000.0,615.0,2014,954,4.824466346,5.56056624,11206.800004780742,23397.30000601717,31.8,15
lenovo,Android,12.78,no,no,8.0,1.6,16.0,4.0,4000.0,190.0,2014,946,4.207822046,5.530935888,6048.900000109642,22714.199994894658,31.533333333333335,15
lenovo,Android,12.7,no,no,13.0,5.0,16.0,4.0,2000.0,140.0,2014,721,4.043752776,5.297967305,5133.59999945563,17993.69999489445,24.033333333333335,15
lenovo,Android,10.34,no,no,8.0,0.3,32.0,4.0,3000.0,151.0,2014,898,4.086144366,5.12622333,5355.900001838356,15154.200001371186,29.933333333333334,15
lenovo,Android,15.24,no,no,5.0,0.3,32.0,4.0,2500.0,196.0,2014,904,3.801091445,4.881740754,4027.5000011242187,11867.400003736408,30.133333333333333,15
lenovo,Android,12.7,no,no,8.0,1.6,32.0,4.0,2250.0,163.3,2014,802,4.271095074,4.93548062,6444.000000215228,12522.59999379511,26.733333333333334,15
lenovo,Android,15.24,no,no,8.0,1.6,32.0,4.0,3000.0,170.0,2013,655,4.095843438,5.391625544,5408.099998129682,19760.400006289965,21.833333333333332,15
lenovo,Android,10.34,no,no,8.0,0.3,32.0,4.0,2000.0,126.0,2013,1033,4.263806003,5.604514473,6397.199998167519,24448.50000006034,34.43333333333333,15
lenovo,Android,12.83,yes,no,13.0,5.0,16.0,4.0,3000.0,145.2,2013,780,5.085495364,6.176823154,14549.39999555227,43331.39999742467,26.0,15
lenovo,Android,25.43,no,no,5.0,1.6,16.0,4.0,9000.0,605.0,2013,766,4.931375613,5.384357439,12471.29999862038,19617.30000705397,25.533333333333335,15
lenovo,Android,20.32,no,no,5.0,1.6,16.0,4.0,6000.0,401.0,2013,602,4.586496921,5.247024072,8833.500002451563,17099.99999725569,20.066666666666666,15
lenovo,Android,10.29,no,no,3.15,1.0,16.0,4.0,2500.0,159.0,2013,917,3.54731589,4.368307963,3124.8000006494917,7101.9000033169905,30.566666666666666,15
lenovo,Android,12.7,no,no,13.0,5.0,16.0,4.0,2000.0,121.0,2013,986,4.457365991,6.0415396,7763.399998294401,37848.60000982973,32.86666666666667,15
lenovo,Android,17.78,no,no,5.0,1.6,16.0,4.0,3450.0,244.9,2013,574,4.290596418,4.881361492,6570.899999553214,11862.900003269717,19.133333333333333,15
lenovo,Android,12.83,no,no,5.0,0.3,16.0,4.0,2250.0,184.0,2013,582,4.292101927,5.007162605,6580.799999039897,13453.200005148772,19.4,15
lenovo,Android,10.29,no,no,5.0,0.3,16.0,4.0,2000.0,130.0,2013,944,3.94854778,5.020519616,4667.399999484168,13634.099997679032,31.466666666666665,15
lenovo,Android,12.7,no,no,8.0,0.3,16.0,4.0,4000.0,176.0,2013,630,4.204841862,5.242117317,6030.900000089987,17016.300002385047,21.0,15
lenovo,Android,10.34,no,no,12.0,2.0,16.0,4.0,2000.0,143.0,2013,818,4.461992416,5.447469862,7799.399997568435,20895.30000103479,27.266666666666666,15
lenovo,Android,10.16,no,no,5.0,1.0,16.0,4.0,1500.0,131.0,2013,542,3.582963229,4.236567243,3238.200001546607,6225.300002412342,18.066666666666666,15
